7/15/2020|47
8/15/2020|53
9/15/2020|60
10/15/2020|66
11/15/2020|71
12/15/2020|76
12/31/2020|79
1/31/2021|84
2/28/2021|89
3/31/2021|102
4/30/2021|108
5/31/2021|116
6/30/2021|121
7/31/2021|131
8/31/2021|136
9/30/2021|144
10/31/2021|156
11/30/2021|164
12/31/2021|176
1/31/2022|184
2/28/2022|202
3/31/2022|216
4/30/2022|224
5/31/2022|250
7/31/2022|268
8/31/2022|278
9/30/2022|288
10/31/2022|298
11/30/2022|308
12/31/2022|318
